index,period,revenuePerShare,netIncomePerShare,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,priceToSalesRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,currentRatio,interestCoverage,incomeQuality,dividendYield,payoutRatio,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,receivablesTurnover,payablesTurnover,inventoryTurnover,roe,capexPerShare
31/12/1989,Q1,0.102568681,0.008571429,0.017932692,0.013612637,0.028193681,0.104656593,0.104656593,0.104656593,0.004663462,4842495840,4499895840,9.7005125,3.242597991,18.54651796,24.43237053,3.177907757,3.177907757,3.01318859,17.82843043,17.23437702,22.70381352,0.025771834,0.040929307,0,0.458358511,-1.357369255,2.605018483,,2.092147436,0.002891071,0.112179487,0.393129771,0,0,-0.240903868,-0.042118655,-1.315899582,0,0.142069601,0.098927419,0.044360715,-0.007139423,1432800000,,1036000000,0.044559653,16892500000,20192850000,2822800000,45.13860988,34.82872102,57.43305909,1.993858478,2.584074217,1.567041725,0.081900512,-0.004320055
31/03/1990,Q2,0.094843919,0.009285714,0.021368415,0.018353024,0.045498591,0.109265662,0.109265662,0.109265662,0.001409061,5100913462,4475113462,9.675480769,3.789120087,16.81804636,19.5812417,3.289002168,3.289002168,3.324256026,17.19213777,14.7547427,17.17893843,0.025838509,0.051069284,0,0.441258061,-2.404149059,2.931292781,,2.301213961,0.002646585,0.102427921,0.399197742,0,0,-0.141114408,-0.031793196,-0.968325792,0,0.151091756,0.099530329,0.047483518,0.005026826,1495400000,,1044900000,0.012895738,16847400000,20181400000,2765750000,44.04397564,37.5411286,49.75234389,2.043412265,2.397370653,1.80896,0.084982913,-0.003015391
30/06/1990,Q3,0.097648462,0.008571429,0.021593131,0.017958502,0.047579299,0.107808252,0.107808252,0.107808252,0.001781541,5584433073,4944333073,11.65365833,4.091759286,18.50375439,22.24873734,3.70615415,3.70615415,3.622752838,20.07443392,16.38281336,19.69853814,0.021452491,0.044946371,0,0.478525696,-2.598863175,2.637275905,,2.519198664,0.002399527,0.111853088,0.406140094,0,0,-0.168323393,-0.037221571,-1.018036072,0,0.144192897,0.091031659,0.04146046,-0.003049726,1452100000,,956300000,0.016525086,16870750000,20203050000,2755450000,46.52330012,43.43593291,45.42797856,1.934514529,2.072017198,1.981157931,0.079506238,-0.003634629
30/09/1990,Q4,0.0968829,0.00704746,0.006990222,0.00213928,0.026808967,0.103515383,0.103515383,0.103515383,0.008771762,3806139843,3554039843,9.66025341,2.810826264,38.95741907,127.2956469,2.630729778,2.630729778,2.624650944,15.99477877,36.37707107,118.8642088,0.025879238,0.007855728,0,0.513795073,-1.134563456,2.340116845,,0.991878173,0.003389261,0.130964467,0,0,0,-0.693961105,-0.050070157,-1.115131579,0,0.128117961,0.072150665,0.033101455,-0.028978655,1376300000,,874400000,0.084738734,16898950000,20233800000,2787250000,50.63953918,51.83293879,54.10043963,1.777267358,1.736347622,1.663572433,0.068081283,-0.004850942
31/12/1990,Q1,0.127233033,0.011428571,0.017230185,0.011595634,0.056140484,0.117330802,0.117330802,0.117330802,0.001746559,5055865019,4339565019,8.398446875,3.017526123,22.28234914,33.10979056,3.27219275,3.27219275,2.590011948,14.97434444,19.12545182,28.41889338,0.029767409,0.030202547,0,0.510626168,-2.471704624,2.372470391,,1.507641196,0.002749282,0.092358804,0.377379887,0,0,-0.327016307,-0.044285288,-1.57537155,0,0.173697374,0.109544365,0.047667311,-0.002166113,1471700000,,931800000,0.014885768,16944750000,20272150000,2813750000,45.84601611,48.92145369,47.8898007,1.963093146,1.839683681,1.879314565,0.097404699,-0.005634551
31/03/1991,Q2,0.117516345,0.009642857,-0.001331317,-0.004199902,0.06430778,0.133455378,0.133455378,0.133455378,0.000441321,8315136947,7446836947,15.85647778,5.204441977,-459.3998313,-145.6241147,4.582857665,4.582857665,4.660973241,28.93099047,-411.4274556,-130.4174597,0.015766427,-0.006866995,0,0.469814739,-3.373348873,2.823629793,,-0.138062548,0.001695703,0.107551487,0.370845591,0,0,2.154696133,-0.02441009,-0.849673203,0,0.170161837,0.076916735,0.03830869,0.01251328,1816700000,,1205100000,0.003306878,16913450000,20274000000,2919950000,44.55216874,49.03584832,72.31914068,2.020103679,1.835391924,1.244483814,0.072255291,-0.002868585
30/06/1991,Q3,0.113092548,-0.003928571,-0.010024886,-0.013983051,0.057241727,0.123280199,0.123280199,0.123280199,0.011563761,5128973411,4511573411,-24.14770909,3.355340449,-37.85220229,-27.13742545,3.07806122,3.07806122,2.951441457,-140.5474583,-33.29574473,-23.87075879,-0.010352949,-0.036849479,0,0.517783244,19.23364486,2.197932857,,2.551789077,0.002807579,-0.271186441,0.516223996,0,0,0.394833948,-0.034999346,-1,0,0.104389123,-0.040946189,-0.015366807,-0.005439703,1541500000,,1039100000,0.093800636,16901550000,20244350000,2976150000,45.16485673,42.00929152,85.16840883,1.992699778,2.14238319,1.056729851,-0.031867011,-0.003958165
30/09/1991,Q4,0.111494485,0.006007533,0.004098736,0.000281141,0.044693974,0.130708232,0.130708232,0.130708232,0.010994081,5973746138,5518246138,18.39207555,3.963998764,107.8293527,1572.038457,3.38130194,3.38130194,3.661742626,29.21252588,99.60733101,1452.170036,0.013592811,0.000636117,0,0.49430387,-2.411328745,2.35280585,,0.68226601,0.002360328,0.17364532,0,0,0,-0.931407942,-0.034240212,-0.89119171,0,0.132920146,0.053283549,0.023242501,-0.007883037,1646500000,,1136700000,0.084111621,16971600000,20242050000,2945350000,54.1791639,40.46204205,76.10852323,1.661155203,2.224306917,1.182521959,0.045961397,-0.003817595
31/12/1991,Q1,0.136248709,0.012142857,0.022361876,0.018587349,0.038776678,0.140652324,0.140652324,0.140652324,0.003342943,6881063247,6396663247,10.36304706,3.694332249,22.50920264,27.08013871,3.578668217,3.578668217,3.434265675,20.14062735,20.92464261,25.17380262,0.024124179,0.036927433,0,0.486637298,-1.525188917,2.41706012,,1.841566265,0.002063635,0.085542169,0.295608289,0,0,-0.168792934,-0.027703211,-1.036144578,0,0.196031182,0.106113872,0.04431985,-0.017616287,1800800000,,1248900000,0.023767423,17004750000,20263900000,2931150000,47.03908515,36.08643457,57.92016807,1.913302517,2.494011976,1.553862894,0.086332432,-0.003774527
31/03/1992,Q2,0.124748863,0.009821429,0.023357698,0.020304404,0.055744422,0.151719626,0.151719626,0.151719626,0.009908666,7154155161,6523655161,13.23862909,4.169088089,22.26627812,25.61459062,3.427961265,3.427961265,3.801663847,24.33291742,20.30393763,23.35716134,0.018884131,0.039040249,0,0.470425537,-2.351734427,2.603645375,,2.378238342,0.002026794,0.107327905,0.317657343,0,0,-0.130718954,-0.024475524,-0.836653386,0,0.183104691,0.078215613,0.034281509,-0.011695206,2006000000,,1403000000,0.065309056,16954650000,20234000000,2880750000,45.80244755,33.71786421,53.64205669,1.964960495,2.669208211,1.677788018,0.064734068,-0.003053294
30/06/1992,Q3,0.127414579,0.009642857,0.017250244,0.013047511,0.053544582,0.155325415,0.155325415,0.155325415,0.013193947,5853327480,5302227480,11.1111,3.36359469,24.84434414,32.84695556,2.759181427,2.759181427,3.046906953,19.66701588,22.50521002,29.75436296,0.022500022,0.030444222,0,0.485247015,-2.044139466,2.521322825,,1.788914199,0.002443055,0.108580106,0.327720952,0,0,-0.243633277,-0.032984714,-1.003496503,0,0.183575782,0.072770038,0.031956712,-0.020731777,2065500000,,1423400000,0.084943905,16996300000,20258200000,2877400000,49.47362372,38.44027641,52.89239882,1.81915116,2.341294299,1.701567749,0.062081644,-0.004202733
30/09/1992,Q4,0.129428083,0.007146111,0.001544907,-0.001669378,0.036506671,0.160157826,0.160157826,0.160157826,0.013508786,5502745982,5188645982,14.09514852,3.1129411,260.7936485,-241.348508,2.515656022,2.515656022,2.935252578,23.8558436,245.9073925,-227.5721922,0.017736599,-0.004143386,0,0.482112839,-1.444137931,2.496246931,,0.216188525,0.00258053,0.145491803,0,0,0,-2.08056872,-0.024834531,-0.731666667,0,0.160472356,0.047030234,0.023107702,-0.031648633,2132900000,,1522100000,0.084346713,17061600000,20276950000,2899550000,55.35328393,40.32853994,54.80109163,1.625919794,2.23167018,1.642303051,0.044619183,-0.003214286
31/12/1992,Q1,0.148370494,0.011964286,0.005844921,0.002559007,0.043347356,0.169324683,0.169324683,0.169324683,0.014137587,7192292850,6798492850,11.14738507,3.595607084,91.27275191,208.4722565,3.150645195,3.150645195,3.398736615,22.6918987,86.27528998,197.0577638,0.022426784,0.004796801,0,0.492101633,-1.314419226,2.408180518,,0.488530688,0.001974336,0.088034718,0.285007249,0,0,-0.562182741,-0.022146678,-1.124365482,0,0.213498478,0.081439394,0.035887509,-0.031900435,2165500000,,1491500000,0.083493955,17117350000,20297100000,2907800000,53.93340999,36.56347826,46.69043478,1.668724451,2.461472603,1.927589675,0.07065884,-0.003285914
31/03/1993,Q2,0.146205397,0.008214286,-0.003910859,-0.00750322,0.041523251,0.169337241,0.169337241,0.169337241,0.004436751,6207983344,5707283344,13.99455217,3.145034371,-117.5754421,-61.28315246,2.715415687,2.715415687,2.891374104,25.74327174,-108.0924876,-56.34040814,0.017864094,-0.016317698,0,0.488557303,-2.258457375,2.486968357,,-0.476104599,0.002174619,0.121731289,0.299761893,0,0,0.918560606,-0.024570647,-1.13317757,0,0.176910007,0.056355396,0.024809288,-0.01634154,2185100000,,1470700000,0.026200682,17160850000,20370350000,3047900000,58.62151071,47.12713311,67.33105802,1.535272614,1.90972788,1.336678832,0.048508442,-0.003592361
30/06/1993,Q3,0.144795539,-0.014642857,-0.022395873,-0.028041499,0.030576588,0.157121045,0.157121045,0.157121045,0.023966694,4535279901,4450279901,-6.02134878,2.435703492,-15.74749966,-12.577038,2.244632468,2.244632468,2.390053653,-16.966374,-15.45236077,-12.34131975,-0.041518937,-0.079509977,0,0.576237416,0.324056424,1.869349609,,1.529474243,0.00308691,-0.074349442,0.490171858,0,0,0.252083333,-0.038990333,-1.753623188,0,0.227520929,-0.114834507,-0.03949245,-0.061114293,1823200000,,1172900000,0.152536501,17150700000,20393250000,3228850000,61.16326531,48.86794006,91.78577309,1.471471471,1.841698256,0.980544119,-0.093194754,-0.005645626
30/09/1993,Q4,0.166475988,0.000209961,-0.031089826,-0.034799143,0.052599196,0.15757985,0.15757985,0.15757985,0.06401487,2683844493,2830644493,248.5041197,1.253664281,-6.712967716,-5.997417861,1.324439643,1.324439643,1.322236777,60.35489323,-7.080151307,-6.325462553,0.00100602,-0.166738424,0,0.608152531,3.130063966,1.724872774,,-148.0740741,0.005179138,5.148148148,0,0,0,0.119309655,-0.02228139,-1.122352941,0,0.027284201,0.002672991,0.000522102,-0.05279166,1823200000,,1193400000,0.406237663,17208950000,20434800000,3362800000,58.09557175,43.17720783,87.59868209,1.549171431,2.084433073,1.027412717,0.001332412,-0.003709316
31/12/1993,Q1,0.188475489,0.003055026,0.028050155,0.026251249,0.085714087,0.156748432,0.156748432,0.156748432,0.057428267,3420966743,3200835743,21.371425,1.385649675,9.310501135,9.948517138,1.666115547,1.666115547,1.296486444,29.87247543,8.711392731,9.308353935,0.011697863,0.100517493,0,0.592804476,-2.054419039,1.807438145,,9.181643261,0.004080133,0.348793043,0.151772847,0.061814915,0,-0.064131769,-0.009544509,-0.553067643,0,0.103800701,0.02383948,0.007936237,-0.019934389,1879846000,,1218826000,0.366372192,17141977000,20433299500,3278818500,45.49311543,35.46613705,64.19192468,1.978321316,2.537631879,1.402045513,0.019489991,-0.001798906
30/06/1994,Q2,0.155910705,0.001276111,-0.001276111,-0.006906011,0.083022263,0.158312795,0.158312795,0.158312795,0.060352531,3954888000,3663888000,58.16011765,1.90413481,-232.6404706,-42.98791304,1.875243243,1.875243243,1.764028888,49.512,-215.5228235,-39.82486957,0.004298478,-0.023262353,0.144618303,0.601021566,-3.932432432,2.035911602,4.375,-1,0.003539923,0.823529412,0.158883004,0.064516129,0,4.411764706,-0.036109774,-1.973684211,0,0.06742073,0.011239563,0.003216042,-0.031546208,2250000000,,1245000000,0.377430062,17189500000,20444500000,3253000000,58.19451131,43.46007605,73.40304183,1.546537602,2.070866142,1.226107226,0.008060692,-0.0056299
30/09/1994,Q4,0.187291622,0.008612699,0.018181504,0.015461317,0.094488113,0.179029726,0.179029726,0.179029726,0.044785582,4004092922,3396804922,8.730742056,1.605950108,16.54324082,19.45377611,1.680061781,1.680061781,1.362380779,14.73367653,14.03418026,16.50328395,0.02863445,0.051403902,0.127554178,0.55055343,-2.634117989,2.302340425,,2.111011295,0.0035676,0.124591165,0.138913867,0.056997071,0,-0.149612871,-0.014523805,-0.79377466,0,0.186261655,0.056696247,0.021621816,0.005155995,2532147000,,1557007000,0.25015724,17308673500,20504358500,3153717000,57.08179086,43.73564894,53.98939492,1.57668494,2.057817871,1.666994048,0.048107646,-0.002720187
31/12/1994,Q1,0.207941408,0.01380402,0.033261814,0.03164645,0.116526488,0.188116485,0.188116485,0.188116485,0.037667352,4742403441,4107403441,6.306387554,1.674577486,10.46888177,11.00325624,1.851055207,1.851055207,1.450354322,12.18814077,9.067115763,9.529938378,0.039642346,0.090882188,0.118657299,0.536960058,-1.884272997,2.438242894,,2.409574468,0.00295209,0.074468085,0.146539548,0.046610169,0,-0.048565121,-0.007768362,-0.578947368,0,0.241717157,0.074207893,0.03397795,0.026231309,2783000000,,1747000000,0.200234192,17317500000,20541500000,3151500000,50.81567797,42.63627354,48.34489594,1.771106942,2.110878661,1.861623616,0.073380172,-0.001615364
31/03/1995,Q2,0.193067508,0.005314453,0.000509605,-0.001674417,0.144582229,0.197581152,0.197581152,0.197581152,0.068505477,4323199038,3879199038,14.80547616,1.63016555,617.5998625,-187.9651756,1.592925217,1.592925217,1.462744735,25.02709057,554.1712911,-168.6608277,0.016885644,-0.005320134,0.112011791,0.551404959,-2.864516129,2.300936246,16.6,0.095890411,0.003469653,0.205479452,0.145550528,0.053921569,0,-4.285714286,-0.011312217,-1.034482759,0,0.153706871,0.043603888,0.012066116,0.026699664,2918000000,,1825000000,0.343036109,17334500000,20490500000,3101500000,55.41855204,39.27439959,45.25293817,1.624004899,2.291569087,1.988821138,0.026897568,-0.002184022
30/06/1995,Q3,0.186611295,0.007464452,-0.001956701,-0.006159985,0.1214604,0.204946308,0.204946308,0.204946308,0.052541044,5721245719,5262245719,13.88651874,2.221842998,-211.8979896,-67.30877317,2.023071329,2.023071329,2.043590571,24.24998027,-194.8979896,-61.90877317,0.018003072,-0.014856904,0.107142857,0.537303665,-2.115207373,2.383379247,9.75,-0.262135922,0.00244702,0.13592233,0.156893204,0.065242718,0,2.148148148,-0.022524272,-1.567567568,0,0.185528344,0.039654296,0.016852094,0.017411015,3013000000,,1907000000,0.250707214,17294500000,20587500000,3293000000,54.27961165,51.06659448,66.61072009,1.658081133,1.76240458,1.35113387,0.036421499,-0.004203284
30/09/1995,Q4,0.217628629,0.004348224,-0.048772583,-0.052323633,0.068991826,0.210236648,0.210236648,0.210236648,0.056454446,4589307808,4597307808,19.12211586,1.528241028,-6.819179506,-6.356382005,1.581974425,1.581974425,1.530905031,34.56622412,-6.831066579,-6.367462337,0.013073867,-0.1573222,0.104446743,0.534424651,0.060150376,2.24688172,4.8,-11.21666667,0.003268467,0.25,0.125874126,0.056943057,0,0.072808321,-0.016317016,-2.130434783,0,0.143417267,0.01843318,0.009629273,-0.003061875,2899000000,,1894000000,0.263357463,17483500000,20646000000,3497000000,57.87212787,44.01763224,67.06549118,1.555152771,2.044635193,1.341971831,0.020682523,-0.00355105
31/12/1995,Q1,0.228524504,-0.005008955,0.013574994,0.011324594,0.079852908,0.202826386,0.202826386,0.202826386,0.05945412,3920430798,3898430798,-14.20445941,1.245371918,20.96487058,25.13096665,1.403160629,1.403160629,1.238383354,-77.96861596,20.84722352,24.98994101,-0.017600107,0.039791545,0.108804581,0.573630398,0.44,2.052125693,-7,-2.710144928,0.00382611,-0.217391304,0.140088945,0.048602287,0,-0.165775401,-0.009847522,-0.738095238,0,0.151191389,-0.030925156,-0.010529528,-0.016515033,2846000000,,1792000000,0.287043665,17490000000,20779000000,3583000000,55.57814485,48.18181818,65.55555556,1.619341564,1.867924528,1.372881356,-0.024695777,-0.0022504
31/03/1996,Q2,0.15776392,-0.053430344,-0.026137546,-0.026931781,0.042744275,0.148449711,0.148449711,0.148449711,0.048231716,3037373693,3192373693,-1.026139761,1.390102377,-8.390535063,-8.14309301,1.477321835,1.477321835,1.461040592,-2.860549904,-8.818711859,-8.558642608,-0.24363153,-0.12280346,0.147373541,0.607183798,-0.138888889,1.881654201,-75,0.489189189,0.000329232,-0.001351351,0.184897025,0.068649886,0,0.03038674,-0.005034325,-0.239130435,0,0.422449618,-0.329280648,-0.141383263,-0.059820324,2004000000,,1099000000,0.318579767,17201000000,20472000000,3342500000,56.26544622,28.21565618,50.62931696,1.599560761,3.189718482,1.777626194,-0.359922179,-0.000794235
30/06/1996,Q3,0.157234066,-0.002309082,0.020709581,0.019771516,0.098063835,0.145760814,0.145760814,0.145760814,0.082838324,2598435000,2375435000,-20.30027344,1.192489674,9.053780488,9.483339416,1.28635396,1.28635396,1.090149151,-139.7314706,8.276777003,8.669470803,-0.012315105,0.105448087,0.46980198,0.622076707,13.11764706,2.312564901,-9.666666667,-8.96875,,0,0.167049105,0.071133547,0,-0.045296167,-0.005966039,-0.590909091,0,0.087022458,-0.033928049,-0.005986904,-0.033662089,2528000000,,1129000000,0.562376238,17164000000,20444500000,3140000000,53.36392841,38.61486486,53.76689189,1.686532508,2.330708661,1.673892554,-0.015841584,-0.000938065
30/09/1996,Q4,0.167480618,0.00180397,0.02135901,0.020493105,0.125917139,0.148502849,0.148502849,0.148502849,0.083199118,2760840652,2343840652,27.60840652,1.189504805,9.327164365,9.721269902,1.341516352,1.341516352,1.009840867,36.62251019,7.918380581,8.252960043,0.009055213,0.102867219,0.461127308,0.616331096,-6.515625,2.254118822,0.333333333,11.84,,0,0.154674709,0.062903921,0,-0.040540541,-0.005170185,-2,0,0.077637826,0.001785183,0.004660701,-0.007793152,2512000000,,1209000000,0.551506317,17266000000,20459000000,2940500000,58.00947867,39.33149171,32.91712707,1.551470588,2.288242731,2.734138973,0.012147716,-0.000865906
31/12/1996,Q1,0.152642924,-0.008603641,0.006596124,0.005162184,0.129556488,0.139235584,0.139235584,0.139235584,0.081017616,2879799511,2835799511,-5.999582315,1.352653599,31.3021686,39.99721543,1.482903971,1.482903971,1.331986619,-28.64443951,30.82390773,39.38610432,-0.041669567,0.02500174,0.489186406,0.631638847,0.444444444,2.161937378,,-0.766666667,,0,0.17472992,0.069985909,0,-0.217391304,-0.009394082,-0.8,0,0.164175183,-0.038413879,-0.02276176,-0.011471521,2375000000,,1089000000,0.581874356,17264000000,20473500000,2853500000,63.07186473,42.60969977,25.35796767,1.4269437,2.112195122,3.549180328,-0.061791967,-0.00143394
31/03/1997,Q2,0.113802696,-0.050326239,0.007747966,0.00661065,0.103709015,0.088284165,0.088284165,0.088284165,0.077124251,2339472649,2151472649,-0.826084975,1.46125712,21.46305183,25.15561989,1.883633373,1.883633373,1.343830512,-4.051737569,19.73828119,23.13411451,-0.302632305,0.039752549,0.766505636,0.723200357,0.354048964,1.811039284,,-0.153954802,,0,0.217364147,0.322298563,0,-0.146788991,-0.009993754,-0.533333333,0,0.316176731,-0.226575121,-0.157789169,-0.047607343,1631000000,,397000000,0.873590982,17092500000,20483500000,2864000000,64.5908807,58.24345146,35.29275809,1.393385553,1.545238095,2.550098232,-0.570048309,-0.001137316
30/06/1997,Q3,0.122600226,-0.003952569,-0.014539808,-0.014963298,0.086815359,0.084415584,0.084415584,0.084415584,0.076086957,1857963184,1917963184,-8.2944785,1.069639139,-9.019238757,-8.763977283,1.553480923,1.553480923,1.104181453,-50.47271537,-9.310500893,-9.046996151,-0.030140533,-0.114103445,0.795150502,0.724487445,-1.578947368,1.828795812,,3.678571429,,0,0.176741508,0.058146229,0,0.029126214,-0.003454231,-0.272727273,0,0.086644762,-0.024681201,-0.012900253,-0.052424478,1583000000,,348000000,0.901337793,17121500000,20469500000,2876500000,62.5388601,52.61339093,34.60043197,1.43910522,1.710591133,2.601123596,-0.046822742,-0.00042349
